,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,주건물 지붕특성,불난 후 상태
0,사계 2리동 회관,,,,,,,,,,
1614,2,3.0,5.0,10.0,67.98,31.25,97.78,38.7,0.6,1.0,0.0
1615,3,3.0,5.0,12.0,68.21,31.25,77.36,38.6,0.5,1.0,0.0
1616,3,3.0,5.0,11.0,68.22,31.25,40.44,38.6,0.5,0.0,0.0
1617,3,3.0,5.0,12.0,67.96,31.25,79.63,38.7,0.5,0.0,0.0
1618,3,3.0,5.0,12.0,68.22,31.25,45.16,38.6,0.5,0.0,0.0
1619,2,2.0,5.0,12.0,68.04,31.25,41.63,38.6,0.5,0.0,0.0
1620,3,4.0,2.8,12.0,63.1,31.25,234.76,38.6,0.5,1.0,0.0
1621,3,3.0,5.0,12.0,64.59,31.25,47.0,38.6,0.5,1.0,0.0
1622,3,3.0,5.0,12.0,66.66,31.25,204.68,38.6,0.5,0.0,0.0
1623,5,6.0,2.2,12.0,66.18,31.25,63.68,38.6,0.5,1.0,0.0
1624,3,3.0,5.0,12.0,64.31,31.25,101.97,38.6,0.5,0.0,0.0
1625,2,4.0,2.2,12.0,60.91,31.25,126.92,38.6,0.5,0.0,0.0
1626,3,4.0,2.2,10.0,51.86,31.25,54.46,38.6,0.5,0.0,0.0
1627,4,6.0,2.2,12.0,51.11,31.25,13.82,38.6,0.5,1.0,0.0
1628,2,4.0,2.2,12.0,48.08,31.25,133.1,38.6,0.5,0.0,0.0
1629,4,6.0,2.2,10.0,42.98,31.25,47.52,38.6,0.5,1.0,0.0
1630,3,6.0,2.2,12.0,46.78,31.25,46.77,38.6,0.5,1.0,0.0
1631,3,4.0,2.2,10.0,36.12,31.25,40.45,38.6,0.5,0.0,0.0
1632,2,4.0,2.2,11.0,35.03,31.25,38.19,38.6,0.5,0.0,0.0
1633,5,6.0,1.9,10.0,33.8,31.25,18.14,38.6,0.5,0.0,0.0
1634,5,7.0,1.9,11.0,22.59,31.25,42.6,38.6,0.5,1.0,0.0
1635,3,5.0,2.2,10.0,25.73,31.25,7.92,38.6,0.5,1.0,0.0
1636,4,6.0,2.2,10.0,24.44,31.25,50.54,38.6,0.5,1.0,0.0
1637,4,6.0,2.2,11.0,25.25,31.25,15.87,38.6,0.5,1.0,0.0
1638,2,4.0,2.2,11.0,24.82,31.25,18.79,38.6,0.5,0.0,0.0
1639,1,3.0,4.7,9.0,57.58,31.25,15.9,38.6,0.4,1.0,0.0
1640,1,1.0,7.9,7.0,0.0,31.25,22.68,38.7,0.4,1.0,0.0
1641,3,4.0,4.7,9.0,0.0,31.25,43.55,38.6,0.4,1.0,0.0
1642,3,4.0,4.7,10.0,0.0,31.25,54.37,38.6,0.4,1.0,0.0
1643,4,6.0,2.8,9.0,0.0,31.25,29.72,38.6,0.4,1.0,0.0
1644,4,6.0,2.8,10.0,0.0,31.25,41.21,38.6,0.4,1.0,0.0
1645,2,3.0,4.7,11.0,75.76,31.25,370.92,38.6,0.4,1.0,0.0
1646,1,1.0,3.1,4.0,0.0,31.25,18.66,38.7,0.5,1.0,0.0
1647,1,1.0,3.1,4.0,0.0,31.25,35.28,38.7,0.5,1.0,0.0
1648,2,2.0,5.2,8.0,0.0,31.25,49.2,38.7,0.4,1.0,0.0
1649,2,3.0,2.8,8.0,0.0,31.25,73.01,38.6,0.4,1.0,0.0
1650,2,3.0,2.8,8.0,0.0,31.25,41.21,38.6,0.4,1.0,0.0
1651,4,6.0,2.8,8.0,0.0,31.25,38.94,38.6,0.4,1.0,0.0
1652,4,6.0,2.8,10.0,0.0,31.25,41.21,38.6,0.4,1.0,0.0
1653,3,4.0,4.7,12.0,59.01,31.25,45.16,38.6,0.4,1.0,0.0
1654,4,6.0,2.8,10.0,0.0,31.25,38.94,38.6,0.4,1.0,0.0
1655,5,6.0,2.8,11.0,30.79,31.25,34.99,38.6,0.4,1.0,0.0
1656,2,3.0,4.7,12.0,79.4,31.25,44.35,38.6,0.4,1.0,0.0
1657,2,2.0,3.1,8.0,0.0,31.25,27.52,38.7,0.4,1.0,0.0
1658,1,1.0,5.2,8.0,0.0,31.25,40.78,38.7,0.4,1.0,0.0
1659,3,3.0,2.8,8.0,0.0,31.25,51.83,38.6,0.4,1.0,0.0
1660,2,3.0,2.8,8.0,0.0,31.25,49.28,38.6,0.4,1.0,0.0
1661,4,5.0,2.8,8.0,0.0,31.25,50.95,38.6,0.4,1.0,0.0
1662,5,5.0,2.8,10.0,0.0,31.25,38.92,38.6,0.4,1.0,0.0
1663,1,1.0,3.1,4.0,0.0,31.25,32.66,38.7,0.5,1.0,0.0
1664,2,3.0,3.1,6.0,0.0,31.25,40.39,38.7,0.5,1.0,0.0
1665,3,3.0,2.8,8.0,0.0,31.25,46.73,38.6,0.4,1.0,0.0
1666,3,3.0,2.8,8.0,0.0,31.25,44.35,38.6,0.4,1.0,0.0
1667,5,5.0,2.8,9.0,0.0,31.25,38.19,38.6,0.4,1.0,0.0
1668,5,5.0,2.8,13.0,56.3,31.25,36.69,38.6,0.4,1.0,0.0
1669,2,3.0,4.7,13.0,84.57,31.25,102.27,38.6,0.4,0.0,0.0
1670,2,3.0,4.7,12.0,89.45,31.25,35.94,38.6,0.4,1.0,0.0
1671,5,6.0,2.8,13.0,74.69,31.25,45.14,38.6,0.4,1.0,0.0
1672,2,3.0,3.1,4.0,0.0,31.25,35.11,38.7,0.5,1.0,0.0
1673,3,3.0,2.8,8.0,0.0,31.25,70.55,38.6,0.4,1.0,0.0
1674,3,3.0,2.8,8.0,0.0,31.25,15.84,38.6,0.4,1.0,0.0
1675,3,3.0,2.8,8.0,0.0,31.25,50.95,38.6,0.4,1.0,0.0
1676,4,4.0,2.8,8.0,0.0,31.25,44.32,38.6,0.4,1.0,0.0
1677,5,5.0,2.8,11.0,61.66,31.25,36.72,38.6,0.4,0.0,0.0
1678,4,5.0,3.9,13.0,90.95,31.25,36.29,38.6,0.4,0.0,0.0
1679,3,3.0,2.8,8.0,0.0,31.25,34.52,38.6,0.4,1.0,0.0
1680,4,4.0,2.8,10.0,25.69,31.25,28.48,38.6,0.4,1.0,0.0
1681,7,8.0,2.8,13.0,86.32,31.25,87.48,38.6,0.4,0.0,0.0
1682,4,5.0,2.8,8.0,0.0,31.25,33.16,38.6,0.4,1.0,0.0
1683,3,5.0,2.8,8.0,0.0,31.25,33.16,38.6,0.4,1.0,0.0
1684,4,4.0,2.8,9.0,0.0,31.25,46.77,38.6,0.4,1.0,0.0
1685,7,7.0,2.8,11.0,78.32,31.25,59.88,38.6,0.4,0.0,0.0
1686,4,4.0,3.9,13.0,91.41,31.25,38.58,38.6,0.4,0.0,0.0
1687,4,4.0,3.9,13.0,92.9,31.25,25.2,38.6,0.4,0.0,0.0
1688,3,5.0,3.1,6.0,0.0,31.25,46.79,38.7,0.4,1.0,0.0
1689,4,6.0,2.8,8.0,0.0,31.25,62.5,38.6,0.4,1.0,0.0
1690,3,4.0,2.8,8.0,0.0,31.25,63.71,38.6,0.4,1.0,0.0
1691,2,3.0,2.8,8.0,0.0,31.25,84.46,38.6,0.4,1.0,0.0
1692,5,5.0,2.8,13.0,90.21,31.25,21.25,38.6,0.4,0.0,0.0
1693,3,4.0,3.1,4.0,0.0,31.25,31.68,38.7,0.5,0.0,0.0
1694,2,5.0,3.1,4.0,0.0,31.25,32.82,38.7,0.5,1.0,0.0
1695,4,4.0,3.9,14.0,94.63,31.25,31.68,38.6,0.4,1.0,0.0
1696,4,4.0,3.9,14.0,94.59,31.25,16.29,38.6,0.3,1.0,0.0
1697,2,6.0,2.8,8.0,0.0,31.25,58.32,38.6,0.4,1.0,0.0
1698,4,5.0,2.8,9.0,96.1,31.25,714.14,38.6,0.4,0.0,0.0
1699,5,5.0,2.8,13.0,92.76,31.25,27.86,38.6,0.4,0.0,0.0
1700,3,6.0,2.8,7.0,0.0,31.25,54.66,38.6,0.4,1.0,0.0
