,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,주건물 지붕특성,불난 후 상태
0,사계 2리동 회관,,,,,,,,,,
683,0,0.0,0.0,4.0,0.38,6.19,59.53,0.4,0.5,1.0,0.0
684,0,0.0,0.0,4.0,0.39,0.09,78.41,0.4,0.5,0.0,0.0
685,1,1.0,7.0,3.0,0.49,0.09,72.53,0.4,0.5,1.0,0.0
686,1,1.0,7.1,4.0,0.33,0.06,24.62,0.5,0.5,0.0,0.0
687,1,1.0,7.1,4.0,0.32,0.09,41.98,0.4,0.5,1.0,0.0
688,1,1.0,1.0,1.0,0.0,67.0,40.18,0.3,1.6,0.0,0.0
689,0,0.0,0.0,2.0,0.0,73.69,39.28,0.3,1.5,1.0,0.0
690,0,0.0,0.0,0.0,0.0,0.09,43.5,0.4,1.4,1.0,2.0
691,1,1.0,4.5,0.0,0.0,0.0,53.57,0.4,1.4,1.0,0.0
692,1,1.0,4.5,0.0,0.0,0.0,9.79,0.4,1.4,1.0,0.0
693,1,1.0,4.5,0.0,0.0,0.09,66.46,0.4,1.4,1.0,2.0
694,1,1.0,4.5,0.0,0.0,0.06,41.73,0.4,1.4,0.0,0.0
695,1,1.0,4.5,0.0,0.0,0.0,35.48,0.4,1.4,1.0,0.0
696,1,1.0,4.5,0.0,0.0,0.06,17.86,0.4,1.4,1.0,0.0
697,1,2.0,2.4,0.0,0.0,10.22,13.62,0.4,1.4,1.0,0.0
698,1,2.0,2.4,0.0,0.0,24.06,8.57,0.4,1.4,1.0,0.0
699,0,0.0,0.0,0.0,0.0,0.06,71.57,0.5,1.3,1.0,2.0
700,0,0.0,0.0,0.0,0.0,0.06,17.14,0.5,1.3,1.0,2.0
701,1,1.0,4.5,0.0,0.0,0.06,65.58,0.4,1.3,1.0,2.0
702,0,0.0,0.0,0.0,0.0,0.0,60.83,0.5,1.3,1.0,0.0
703,0,0.0,0.0,0.0,0.0,0.06,10.86,0.5,1.3,1.0,2.0
704,0,0.0,0.0,0.0,0.0,0.06,47.58,0.5,1.3,1.0,2.0
705,0,0.0,0.0,0.0,0.0,0.0,40.32,0.5,1.3,1.0,2.0
706,1,1.0,3.3,2.0,13.85,0.5,34.21,0.6,1.6,1.0,2.0
707,1,1.0,1.6,3.0,0.0,31.25,44.35,1.8,1.9,1.0,0.0
708,1,1.0,1.6,0.0,0.0,31.25,54.46,1.8,1.9,1.0,0.0
709,0,0.0,0.0,0.0,0.0,31.25,72.46,1.8,1.9,1.0,0.0
710,1,2.0,0.7,3.0,0.0,31.25,47.95,1.8,1.9,0.0,0.0
711,1,3.0,0.7,5.0,0.0,31.25,44.93,1.8,1.9,0.0,0.0
712,1,1.0,11.1,0.0,0.0,31.25,93.28,1.8,1.9,1.0,0.0
713,1,1.0,11.1,1.0,0.0,31.25,33.84,1.8,1.9,1.0,0.0
714,0,0.0,0.0,1.0,0.0,31.25,13.39,1.8,1.9,1.0,0.0
715,1,1.0,11.1,1.0,0.0,31.25,84.86,1.8,1.9,1.0,0.0
716,1,1.0,11.1,1.0,0.14,31.25,21.89,1.8,1.9,1.0,0.0
717,2,2.0,0.7,2.0,1.03,31.25,13.84,1.8,1.9,1.0,0.0
718,0,0.0,0.0,0.0,0.0,7.85,12.73,1.8,1.9,1.0,0.0
719,0,0.0,0.0,0.0,0.0,15.78,14.23,1.8,1.9,1.0,0.0
720,0,0.0,0.0,1.0,0.0,17.81,44.18,1.8,1.9,1.0,0.0
721,0,0.0,0.0,4.0,0.36,16.75,48.69,1.8,1.9,1.0,0.0
722,1,1.0,2.8,3.0,0.07,0.06,67.74,1.8,1.9,1.0,0.0
723,1,1.0,2.8,4.0,0.07,12.53,39.66,1.8,1.9,1.0,0.0
724,1,1.0,2.8,3.0,0.07,0.06,36.69,1.8,1.9,1.0,0.0
725,1,1.0,2.8,5.0,0.07,8.98,12.1,1.8,1.9,1.0,0.0
726,1,1.0,2.8,5.0,0.06,15.98,28.43,1.8,1.9,1.0,0.0
727,1,1.0,2.8,5.0,0.06,0.06,31.05,1.8,1.9,0.0,0.0
728,1,1.0,2.8,6.0,0.06,11.87,35.68,1.8,1.9,0.0,0.0
729,2,2.0,2.8,7.0,0.05,20.39,17.63,1.8,1.9,1.0,0.0
730,1,2.0,2.8,7.0,0.01,24.32,14.77,1.8,1.9,1.0,0.0
731,3,4.0,2.1,7.0,0.0,30.85,12.24,1.8,1.9,1.0,0.0
732,1,1.0,2.8,8.0,0.0,25.06,124.46,1.7,1.9,1.0,0.0
733,1,1.0,2.8,8.0,0.06,21.31,25.7,1.7,1.9,1.0,0.0
734,0,0.0,0.0,3.0,7.94,94.92,39.01,100.5,56.3,1.0,0.0
735,2,2.0,1.9,5.0,0.0,150.81,17.58,100.6,56.3,1.0,0.0
736,2,2.0,1.9,5.0,0.0,139.01,36.12,100.6,56.3,0.0,0.0
737,1,1.0,0.0,6.0,7.28,91.25,105.18,100.5,56.3,0.0,0.0
738,1,1.0,1.9,6.0,0.0,129.6,48.43,100.6,56.3,1.0,0.0
739,1,1.0,0.0,6.0,5.98,92.52,282.36,100.5,56.3,1.0,0.0
740,2,2.0,1.9,7.0,0.0,129.57,21.89,100.6,56.3,1.0,0.0
741,2,3.0,7.5,7.0,0.32,119.22,386.6,100.5,56.3,1.0,0.0
742,2,5.0,1.9,7.0,0.0,121.39,387.07,100.6,56.3,1.0,0.0
743,3,6.0,1.9,7.0,0.0,121.61,468.35,100.6,56.3,1.0,0.0
744,1,1.0,14.5,0.0,0.0,44.83,7.92,0.6,0.7,1.0,0.0
745,1,1.0,14.5,0.0,0.0,43.87,111.51,0.6,0.7,1.0,0.0
746,1,1.0,14.5,0.0,0.0,45.5,19.87,0.6,0.7,1.0,0.0
747,1,1.0,14.5,0.0,0.0,41.98,7.92,0.6,0.7,1.0,0.0
748,1,1.0,14.5,0.0,0.0,40.24,41.13,0.6,0.7,0.0,2.0
749,"강원도 고성군 / 속초시, 옥계산불 ver1_1",,,,,,,,,,
750,0,0.0,0.0,2.0,0.0,0.06,25.57,42.7,1.8,1.0,2.0
751,0,0.0,0.0,1.0,0.0,0.06,40.61,42.7,1.9,1.0,0.0
752,0,0.0,0.0,3.0,0.0,0.06,12.96,42.7,1.8,1.0,2.0
753,0,0.0,0.0,3.0,0.0,0.06,52.7,42.7,1.8,1.0,2.0
754,0,0.0,0.0,4.0,0.0,10.97,41.96,42.6,1.8,1.0,2.0
755,0,0.0,0.0,4.0,0.0,15.57,8.94,42.6,1.8,1.0,2.0
756,2,2.0,1.6,0.0,18.65,171.42,37.45,42.7,1.9,1.0,2.0
757,2,2.0,1.6,0.0,17.8,168.64,48.08,42.7,1.9,1.0,2.0
758,2,2.0,1.6,0.0,15.85,166.47,38.19,42.7,1.9,1.0,2.0
759,2,2.0,1.6,1.0,2.94,103.59,48.05,42.7,1.9,0.0,0.0
760,0,0.0,0.0,1.0,0.0,15.85,87.55,42.2,1.4,0.0,2.0
761,0,0.0,0.0,1.0,0.0,6.38,4.92,42.2,1.4,1.0,2.0
762,1,1.0,1.1,1.0,0.82,0.0,9.68,42.2,1.4,1.0,2.0
763,2,2.0,1.1,3.0,0.93,20.33,58.41,42.2,1.4,1.0,0.0
764,1,1.0,7.7,7.0,1.3,1.94,388.8,41.9,1.1,1.0,0.0
765,2,2.0,1.6,7.0,0.88,22.3,15.72,41.9,1.1,1.0,0.0
766,2,2.0,1.6,7.0,0.9,18.95,19.87,41.9,1.1,1.0,0.0
767,2,3.0,1.6,6.0,0.8,26.35,24.19,41.9,1.1,1.0,0.0
768,2,2.0,1.6,7.0,0.9,9.59,32.46,41.9,1.1,1.0,0.0
769,2,3.0,1.6,6.0,0.0,21.27,70.33,41.9,1.1,0.0,0.0
770,2,3.0,1.6,8.0,0.24,15.13,29.55,41.9,1.1,1.0,0.0
771,1,1.0,1.6,8.0,0.64,15.93,29.95,41.9,1.1,1.0,0.0
772,1,1.0,1.6,8.0,0.68,5.39,17.41,41.9,1.1,1.0,0.0
773,3,3.0,1.6,8.0,0.74,1.4,157.25,41.9,1.1,1.0,0.0
774,3,3.0,1.6,8.0,0.77,0.06,167.04,41.9,1.1,1.0,0.0
775,3,3.0,1.6,9.0,0.79,0.09,194.82,41.9,1.1,1.0,0.0
776,3,3.0,1.6,9.0,0.82,0.06,278.21,41.9,1.0,1.0,0.0
777,3,3.0,1.6,9.0,0.98,0.09,264.0,41.9,1.0,1.0,0.0
778,4,4.0,4.7,9.0,0.96,0.54,266.76,41.9,1.0,1.0,0.0
779,4,4.0,4.7,9.0,0.97,2.56,314.88,41.9,1.0,1.0,0.0
780,0,0.0,0.0,0.0,0.0,0.06,35.14,41.9,1.1,1.0,0.0
781,0,0.0,0.0,0.0,0.0,0.0,19.7,41.9,1.0,0.0,2.0
782,0,0.0,0.0,0.0,0.0,0.06,49.94,41.9,1.0,1.0,0.0
783,0,0.0,0.0,9.0,62.81,31.25,45.1,41.9,1.1,1.0,0.0
784,1,1.0,1.1,11.0,63.35,31.25,66.53,41.9,1.1,1.0,0.0
785,1,1.0,1.1,13.0,61.96,31.25,62.5,41.9,1.1,1.0,0.0
786,2,2.0,1.1,13.0,58.74,31.25,13.1,41.9,1.1,1.0,0.0
787,2,2.0,1.1,15.0,98.32,31.25,50.98,41.9,1.1,1.0,0.0
788,5,5.0,1.1,13.0,98.32,31.25,8.21,41.9,1.1,1.0,2.0
789,1,2.0,2.5,13.0,98.32,31.25,164.85,41.9,1.1,0.0,0.0
790,5,6.0,1.1,14.0,97.84,31.25,62.38,41.9,1.1,1.0,2.0
791,7,9.0,1.3,13.0,85.19,31.25,132.58,41.9,1.1,1.0,0.0
792,4,6.0,1.3,13.0,94.71,31.25,12.44,41.9,1.1,1.0,2.0
793,5,7.0,1.3,14.0,86.64,31.25,36.0,41.9,1.1,1.0,2.0
794,6,8.0,1.3,15.0,31.33,31.25,27.99,41.9,1.0,1.0,0.0
795,2,3.0,2.9,2.0,38.1,108.86,58.06,41.9,1.1,1.0,2.0
796,2,2.0,1.1,2.0,40.2,119.85,33.05,41.9,1.1,1.0,2.0
797,2,2.0,1.1,2.0,40.3,138.54,95.47,42.0,1.1,0.0,0.0
798,2,3.0,2.9,3.0,41.77,98.1,43.43,41.9,1.1,1.0,0.0
799,3,4.0,1.1,2.0,45.72,122.97,18.43,41.9,1.1,1.0,0.0
800,2,3.0,2.9,3.0,47.86,117.93,14.62,41.9,1.1,1.0,0.0
801,2,3.0,2.9,3.0,50.8,123.0,31.54,41.9,1.1,1.0,0.0
802,3,3.0,1.1,3.0,51.48,128.54,6.65,41.9,1.1,1.0,2.0
803,3,5.0,2.9,7.0,54.21,85.5,23.53,41.9,1.1,1.0,1.0
804,3,5.0,2.9,7.0,57.37,97.17,8.24,41.9,1.1,1.0,2.0
805,5,5.0,2.7,8.0,60.01,69.8,13.39,41.9,1.0,1.0,2.0
806,1,2.0,1.5,9.0,48.03,97.87,4.92,41.9,1.1,1.0,0.0
807,2,3.0,1.5,13.0,40.43,85.81,13.31,41.9,1.0,1.0,2.0
808,0,0.0,0.0,2.0,0.0,40.76,49.68,41.9,1.1,0.0,1.0
809,0,0.0,0.0,2.0,0.0,36.46,22.29,41.9,1.1,1.0,2.0
810,0,0.0,0.0,2.0,0.0,44.94,11.16,41.9,1.1,1.0,2.0
811,1,1.0,12.8,2.0,0.35,52.38,80.87,41.9,1.1,1.0,2.0
812,2,2.0,2.0,4.0,3.79,39.27,23.04,41.9,1.1,1.0,0.0
813,1,1.0,2.5,7.0,38.38,61.63,15.87,41.9,1.1,1.0,2.0
814,4,4.0,1.7,6.0,40.73,49.77,60.32,41.9,1.1,1.0,2.0
815,4,4.0,1.7,6.0,41.99,38.27,37.22,41.9,1.1,1.0,2.0
816,4,4.0,1.7,6.0,41.55,30.27,24.51,41.9,1.1,1.0,2.0
817,3,3.0,3.5,3.0,36.21,0.0,25.34,41.9,1.1,1.0,2.0
818,4,4.0,1.7,5.0,48.11,15.07,42.45,41.9,1.1,1.0,0.0
819,4,4.0,1.7,4.0,47.65,10.23,58.61,41.9,1.1,1.0,2.0
820,3,3.0,1.7,4.0,46.81,5.96,49.9,41.9,1.1,1.0,0.0
821,2,3.0,1.7,4.0,46.61,3.06,62.02,41.9,1.1,1.0,0.0
822,2,3.0,1.7,6.0,48.64,16.94,81.27,41.9,1.1,1.0,0.0
823,1,1.0,7.3,7.0,3.67,98.13,73.87,41.9,1.1,0.0,0.0
824,1,1.0,7.3,6.0,3.91,83.59,51.41,41.9,1.1,1.0,0.0
825,2,2.0,3.9,10.0,3.47,98.16,21.87,41.9,1.0,0.0,0.0
826,0,0.0,0.0,3.0,3.28,63.31,168.13,41.9,1.1,1.0,0.0
827,1,1.0,7.3,7.0,3.32,72.86,12.6,41.9,1.1,1.0,0.0
828,1,1.0,7.3,3.0,0.56,48.98,105.84,41.9,1.1,1.0,0.0
829,0,0.0,0.0,3.0,0.0,54.69,16.65,41.9,1.1,1.0,0.0
830,4,6.0,1.9,8.0,3.07,39.98,38.16,41.9,1.1,1.0,0.0
831,3,6.0,1.9,10.0,0.27,18.65,50.95,41.9,1.1,1.0,2.0
832,3,3.0,2.7,2.0,0.23,0.06,10.08,42.5,1.7,1.0,2.0
833,2,3.0,2.7,2.0,0.22,0.06,100.22,42.5,1.7,0.0,2.0
834,2,3.0,2.7,2.0,0.18,10.02,11.69,42.5,1.7,1.0,0.0
835,2,3.0,2.7,2.0,0.17,2.23,58.62,42.5,1.7,1.0,0.0
836,1,1.0,2.7,2.0,4.33,2.17,26.44,42.4,1.7,1.0,2.0
837,2,3.0,2.7,2.0,0.0,24.06,58.62,42.5,1.7,0.0,0.0
838,0,0.0,0.0,7.0,5.02,11.94,157.59,42.4,1.6,1.0,1.0
839,0,0.0,0.0,6.0,9.4,10.57,45.14,42.4,1.6,0.0,0.0
840,0,0.0,0.0,6.0,12.79,9.31,57.54,42.4,1.6,1.0,1.0
841,1,1.0,3.4,4.0,0.0,18.15,67.39,42.5,1.7,1.0,2.0
842,1,1.0,3.4,4.0,0.0,13.88,5.99,42.4,1.7,1.0,2.0
843,1,1.0,3.4,4.0,0.0,19.1,49.77,42.4,1.7,1.0,2.0
844,0,0.0,0.0,8.0,5.55,6.05,12.11,42.4,1.6,1.0,0.0
845,0,0.0,0.0,5.0,10.77,1.37,16.96,42.4,1.6,1.0,0.0
846,0,0.0,0.0,4.0,1.89,25.17,8.21,42.4,1.6,1.0,0.0
847,1,1.0,2.6,3.0,2.39,0.06,10.6,42.4,1.6,1.0,0.0
848,1,1.0,2.8,7.0,0.83,0.0,8.99,42.4,1.6,1.0,0.0
849,3,3.0,2.2,6.0,0.76,15.85,104.77,42.4,1.6,0.0,0.0
850,0,0.0,0.0,7.0,0.86,0.12,15.67,42.4,1.6,1.0,0.0
851,2,2.0,2.8,7.0,0.71,23.13,12.44,42.4,1.6,1.0,2.0
852,3,5.0,1.7,6.0,0.59,62.44,10.11,42.4,1.6,1.0,0.0
853,0,0.0,0.0,2.0,0.0,6.57,6.22,42.4,1.7,1.0,0.0
854,0,0.0,0.0,3.0,0.0,0.06,58.06,42.4,1.7,1.0,0.0
855,0,0.0,0.0,3.0,0.0,0.0,17.63,42.4,1.7,1.0,2.0
856,0,0.0,0.0,4.0,0.02,2.57,27.72,42.4,1.7,1.0,1.0
857,1,1.0,1.3,2.0,12.58,5.5,237.57,43.0,2.5,1.0,0.0
858,2,2.0,1.3,6.0,13.76,2.4,8.47,43.0,2.4,1.0,0.0
859,1,1.0,1.3,3.0,12.11,0.06,263.09,43.0,2.5,1.0,0.0
860,1,1.0,3.4,6.0,6.69,0.09,2.46,43.0,2.4,1.0,0.0
861,3,5.0,1.1,9.0,13.65,29.18,31.75,43.0,2.4,1.0,2.0
862,0,0.0,0.0,0.0,2.07,0.09,34.52,43.0,2.4,1.0,2.0
863,0,0.0,0.0,0.0,8.53,3.59,205.55,43.0,2.4,1.0,0.0
864,0,0.0,0.0,0.0,8.43,0.09,151.47,43.0,2.4,1.0,0.0
865,0,0.0,0.0,1.0,7.16,5.72,51.9,43.0,2.4,1.0,0.0
866,0,0.0,0.0,2.0,0.84,0.06,18.89,42.9,2.4,1.0,0.0
867,0,0.0,0.0,2.0,0.62,0.06,11.52,42.9,2.4,1.0,0.0
868,0,0.0,0.0,3.0,1.16,0.06,1413.96,43.0,2.4,1.0,0.0
869,2,3.0,2.4,2.0,57.98,18.52,372.33,42.7,2.3,0.0,0.0
870,1,1.0,4.6,3.0,55.25,6.9,157.25,42.7,2.3,1.0,0.0
871,6,7.0,2.8,8.0,0.07,107.17,115.56,42.7,2.3,0.0,0.0
872,4,4.0,2.8,10.0,0.33,71.1,464.4,42.7,2.3,1.0,0.0
873,3,4.0,6.3,8.0,0.05,74.2,60.84,42.6,2.3,0.0,0.0
874,2,3.0,2.3,3.0,9.71,11.2,1603.28,42.7,2.3,1.0,0.0
875,2,2.0,3.8,4.0,8.9,7.5,650.19,42.7,2.3,1.0,0.0
876,2,2.0,3.7,2.0,1.63,8.26,304.65,42.7,2.3,0.0,0.0
877,2,2.0,3.7,2.0,1.65,6.33,175.02,42.7,2.3,0.0,0.0
878,0,0.0,0.0,2.0,1.69,0.06,101.95,42.7,2.3,1.0,0.0
879,1,1.0,3.6,3.0,0.0,31.25,18.22,42.1,1.5,1.0,0.0
880,0,0.0,0.0,0.0,44.43,31.25,106.44,42.2,1.5,1.0,2.0
881,0,0.0,0.0,0.0,44.44,31.25,106.49,42.2,1.5,1.0,2.0
882,0,0.0,0.0,0.0,42.8,31.25,148.26,42.2,1.5,1.0,0.0
883,0,0.0,0.0,0.0,42.95,31.25,127.01,42.2,1.5,0.0,2.0
884,4,5.0,3.6,10.0,0.0,31.25,32.31,42.1,1.4,1.0,0.0
885,1,1.0,3.6,8.0,37.6,31.25,33.65,42.1,1.4,1.0,0.0
886,1,1.0,3.6,9.0,35.69,31.25,15.18,42.1,1.4,1.0,0.0
887,1,1.0,3.6,9.0,32.17,31.25,22.81,42.1,1.4,1.0,0.0
888,1,1.0,3.6,9.0,34.78,31.25,13.78,42.1,1.4,1.0,0.0
889,1,1.0,3.6,10.0,32.57,31.25,33.78,42.1,1.4,1.0,0.0
890,0,0.0,0.0,11.0,32.64,31.25,18.12,42.1,1.4,0.0,0.0
891,0,0.0,0.0,11.0,30.24,31.25,20.43,42.1,1.4,1.0,0.0
892,0,0.0,0.0,1.0,0.0,97.33,15.72,42.1,1.5,1.0,0.0
893,1,1.0,6.9,1.0,7.12,96.44,57.1,42.1,1.5,1.0,0.0
894,0,0.0,0.0,3.0,0.0,38.66,40.39,42.1,1.5,0.0,2.0
895,1,1.0,6.7,3.0,0.0,20.64,5.53,42.1,1.5,1.0,0.0
896,2,2.0,2.8,3.0,0.0,40.95,28.08,42.1,1.5,1.0,2.0
897,2,2.0,2.8,9.0,0.0,23.31,58.97,42.1,1.4,0.0,0.0
898,2,2.0,2.8,8.0,0.0,16.09,60.83,42.1,1.4,1.0,0.0
899,4,4.0,2.4,10.0,0.0,20.26,63.65,42.1,1.4,1.0,2.0
900,4,5.0,2.4,13.0,0.0,27.22,113.82,42.0,1.4,1.0,0.0
901,0,0.0,0.0,4.0,0.19,70.54,5.62,42.1,1.5,1.0,2.0
902,1,1.0,5.1,3.0,0.12,45.53,104.28,42.1,1.4,0.0,0.0
903,1,1.0,5.1,4.0,6.61,29.23,28.11,42.0,1.4,1.0,0.0
904,1,1.0,5.1,4.0,8.5,6.05,52.92,42.1,1.4,0.0,0.0
905,1,1.0,5.1,4.0,11.09,15.38,8.93,42.1,1.4,1.0,0.0
906,0,0.0,0.0,5.0,12.21,0.09,15.94,42.1,1.4,1.0,0.0
907,1,1.0,5.1,5.0,14.07,6.07,21.72,42.1,1.4,1.0,0.0
908,1,1.0,5.1,5.0,14.53,4.5,37.58,42.0,1.4,1.0,0.0
909,0,0.0,0.0,5.0,9.86,1.06,34.1,42.1,1.4,1.0,0.0
910,0,0.0,0.0,4.0,14.96,0.06,59.62,42.0,1.4,1.0,0.0
911,0,0.0,0.0,4.0,15.81,0.09,4.1,42.0,1.4,1.0,0.0
912,0,0.0,0.0,5.0,18.33,1.54,237.08,42.1,1.4,0.0,0.0
913,0,0.0,0.0,5.0,16.54,0.09,20.43,42.0,1.4,1.0,0.0
914,0,0.0,0.0,3.0,3.01,15.31,7.93,41.5,0.7,1.0,0.0
915,2,3.0,1.2,3.0,0.0,35.4,213.97,41.5,0.7,1.0,0.0
916,0,0.0,0.0,2.0,0.0,3.56,13.58,41.5,0.7,1.0,0.0
917,2,2.0,1.1,2.0,0.0,13.82,41.47,41.5,0.7,1.0,0.0
918,1,2.0,1.2,2.0,0.0,24.77,55.34,41.5,0.6,1.0,0.0
919,2,2.0,1.2,2.0,0.0,16.02,21.9,41.5,0.6,1.0,0.0
920,0,0.0,0.0,2.0,0.0,0.14,16.24,41.5,0.7,1.0,0.0
921,1,1.0,1.1,2.0,0.0,7.88,32.05,41.5,0.7,1.0,0.0
922,2,3.0,1.1,2.0,0.0,29.81,26.63,41.5,0.6,1.0,0.0
923,0,0.0,0.0,2.0,2.3,1.5,19.87,41.6,0.8,1.0,0.0
924,1,2.0,2.3,2.0,1.76,18.92,24.48,41.6,0.7,1.0,1.0
925,1,2.0,2.3,3.0,2.99,27.26,52.27,41.6,0.7,1.0,0.0
926,3,3.0,1.7,7.0,2.21,68.87,106.93,41.5,0.7,1.0,0.0
927,0,0.0,0.0,2.0,2.16,6.37,10.37,41.6,0.7,1.0,0.0
928,1,2.0,2.3,3.0,2.69,25.02,28.48,41.6,0.7,1.0,0.0
929,1,4.0,1.7,5.0,3.46,44.73,71.28,41.6,0.7,1.0,0.0
930,0,0.0,0.0,2.0,2.12,11.27,14.69,41.6,0.7,1.0,0.0
931,1,1.0,2.3,2.0,1.86,18.13,17.14,41.6,0.7,1.0,0.0
932,1,2.0,2.3,3.0,1.77,23.45,56.92,41.6,0.7,1.0,0.0
933,1,2.0,2.3,3.0,3.42,30.42,69.12,41.6,0.7,1.0,0.0
934,1,2.0,2.3,3.0,3.71,31.65,11.09,41.6,0.7,1.0,0.0
935,1,4.0,1.7,6.0,3.53,37.58,8.16,41.5,0.7,1.0,0.0
936,2,4.0,1.7,7.0,3.14,53.08,49.02,41.5,0.7,1.0,0.0
937,1,2.0,2.3,3.0,3.21,24.85,53.61,41.6,0.7,1.0,0.0
938,1,2.0,2.3,3.0,3.71,31.65,11.09,41.6,0.7,1.0,0.0
939,3,4.0,1.2,6.0,3.66,29.7,35.64,41.5,0.7,1.0,0.0
940,4,5.0,1.2,7.0,3.28,40.42,30.24,41.5,0.7,1.0,0.0
941,1,1.0,2.3,3.0,2.78,11.49,44.45,41.6,0.7,1.0,0.0
942,3,3.0,1.2,5.0,3.79,20.79,14.4,41.5,0.7,1.0,0.0
943,2,2.0,1.2,4.0,3.62,9.84,46.7,41.5,0.7,1.0,0.0
944,3,4.0,1.2,7.0,3.2,43.92,6.02,41.5,0.7,0.0,0.0
945,2,3.0,1.2,7.0,3.0,37.38,6.05,41.5,0.7,1.0,0.0
946,0,1.0,1.2,4.0,3.66,7.25,22.03,41.5,0.7,1.0,0.0
947,2,3.0,1.2,8.0,2.74,30.0,28.22,41.5,0.7,1.0,0.0
948,1,2.0,1.2,8.0,3.35,20.91,85.45,41.5,0.7,1.0,0.0
949,2,2.0,1.2,8.0,3.13,15.69,18.79,41.5,0.7,1.0,0.0
950,2,2.0,1.2,6.0,2.55,6.28,15.94,41.5,0.7,1.0,0.0
951,1,2.0,1.2,5.0,1.83,3.94,14.77,41.5,0.7,1.0,0.0
952,0,1.0,7.8,4.0,1.1,0.0,40.55,41.5,0.7,1.0,0.0
953,1,1.0,7.2,3.0,0.0,0.06,178.21,41.5,0.7,0.0,0.0
954,1,1.0,7.2,4.0,0.39,0.69,30.37,41.5,0.7,1.0,0.0
955,2,2.0,1.9,8.0,0.0,6.25,100.8,41.5,0.6,0.0,0.0
956,0,0.0,0.0,2.0,4.04,0.09,93.56,41.6,0.7,0.0,2.0
957,0,0.0,0.0,3.0,3.87,0.09,8.94,41.5,0.7,1.0,2.0
958,0,0.0,0.0,7.0,3.18,0.0,180.12,41.5,0.7,0.0,2.0
959,0,0.0,0.0,4.0,4.01,0.09,24.21,41.6,0.7,1.0,2.0
960,0,0.0,0.0,5.0,3.84,0.09,56.92,41.5,0.7,1.0,2.0
961,0,0.0,0.0,5.0,3.94,0.0,37.32,41.6,0.7,0.0,2.0
962,0,0.0,0.0,6.0,3.69,0.06,21.0,41.5,0.7,0.0,2.0
963,0,0.0,0.0,0.0,7.85,0.0,46.77,41.5,0.7,1.0,0.0
964,0,0.0,0.0,0.0,6.76,0.06,61.34,41.5,0.7,1.0,0.0
965,2,2.0,3.5,9.0,97.17,31.25,163.12,41.2,0.5,0.0,0.0
966,3,3.0,2.3,10.0,97.09,31.25,206.84,41.2,0.5,1.0,0.0
967,1,1.0,2.2,2.0,27.65,0.06,10.89,41.3,0.5,1.0,0.0
968,1,1.0,2.2,5.0,31.99,1.63,36.29,41.2,0.5,0.0,0.0
969,1,1.0,4.3,3.0,0.0,21.05,16.16,41.3,0.5,1.0,0.0
970,1,1.0,1.6,6.0,48.19,31.25,111.97,41.6,1.1,1.0,0.0
971,0,0.0,0.0,6.0,47.99,31.25,25.92,41.6,1.1,1.0,0.0
972,0,0.0,0.0,0.0,34.58,31.25,54.33,41.6,1.0,0.0,0.0
973,0,0.0,0.0,5.0,43.78,31.25,7.78,41.6,1.0,1.0,0.0
974,0,0.0,0.0,5.0,45.4,31.25,7.52,41.6,1.0,1.0,0.0
975,0,0.0,0.0,1.0,36.38,31.25,14.4,41.6,1.0,1.0,0.0
976,0,0.0,0.0,4.0,38.18,31.25,21.77,41.6,1.0,1.0,0.0
977,0,0.0,0.0,5.0,41.47,31.25,37.15,41.6,1.0,1.0,0.0
978,0,0.0,0.0,7.0,43.85,31.25,7.49,41.6,1.0,1.0,0.0
979,0,0.0,0.0,5.0,35.15,31.25,30.37,41.6,1.0,1.0,0.0
980,0,0.0,0.0,5.0,55.22,31.25,25.04,41.6,1.0,1.0,0.0
981,2,2.0,1.3,7.0,0.05,144.47,20.16,41.6,1.0,1.0,0.0
982,1,2.0,1.3,11.0,12.46,120.88,615.86,41.6,1.0,0.0,0.0
983,3,2.0,1.6,7.0,0.05,154.63,6.62,41.6,1.0,1.0,0.0
984,1,1.0,1.6,8.0,0.05,149.88,62.21,41.6,1.0,1.0,0.0
985,2,3.0,1.6,5.0,0.05,162.45,17.96,41.6,1.0,1.0,0.0
986,0,0.0,0.0,9.0,0.88,145.07,9.19,41.6,1.0,1.0,0.0
987,1,1.0,16.1,3.0,0.0,5.56,25.27,41.8,1.3,1.0,1.0
988,1,1.0,16.1,3.0,0.0,5.56,25.27,41.8,1.3,1.0,1.0
989,1,1.0,16.1,3.0,0.0,0.06,12.53,41.8,1.3,1.0,2.0
990,2,2.0,4.0,4.0,3.36,0.06,141.12,41.7,1.3,1.0,0.0
991,1,1.0,16.1,4.0,4.59,11.78,25.57,41.7,1.3,1.0,1.0
992,2,2.0,4.0,4.0,4.37,0.88,16.85,41.7,1.3,1.0,0.0
993,1,1.0,2.4,2.0,0.14,0.06,122.4,42.1,1.9,0.0,0.0
994,"강원도 고성군 / 속초시, 옥계산불 ver1_2",,,,,,,,,,
995,1,1.0,5.6,6.0,0.0,50.07,9.0,42.5,2.5,,0.0
996,1,1.0,5.6,6.0,0.0,50.07,9.0,42.5,2.5,1.0,0.0
997,1,2.0,5.6,6.0,0.0,40.08,41.98,42.5,2.5,1.0,0.0
